Where's android wizzart, iPhone wizzart is a dick;wizzart;US
If I could change one thing about the iPhone it would be the stupid moon🙄;hope clark.;US
"""WhatsApp strengthens encryption in wake of iPhone case"" - https://t.co/yVOT8DteDk  videos &amp; photos were not fully encrypted before.";Ailsa Reynolds;GB
#Top3Apps for #ŞehideCefaSarayaSefa  Twitter for Android 67% Twitter Web Client 14% Twitter for iPhone 12%;Trendinalia TR;TR
"I'm listening to ""BAD BOY-BIGBANG"". Let's enjoy music on JOOX! https://t.co/iL15PkjIba";♡อยากได้รอยซ์♡;NZ
One of our users shared this photo while charging her iPhone at night using our product #iZolar 6.  #myZolar #UAE https://t.co/AvRPAB909i;MyZolar;AE
How much will a new screen on a iPhone 6s be? 😭;Ste McGonnell;GB
As if I just smashed my iPhone screen again 😭;louise;GB
The iPhone said it feels like 4°C (39°F) outside so I put on a jacket. Actually it feels like 20°C (68°F) and I'm now sweaty. 🚴😤💦;Daniel Freytag;DE
Opened Parking Complaint request via iphone at 585–811 Hargrove Aly https://t.co/JRzDtkRzq6. Car in alley been there for hours.;Baltimore City 311;US
.@Rovio @AngryBirds The latest app update won't open on my iPhone 5S (latest iOS version). It crashes after loading screen.;Ryan Terry;US
someone sell me an iphone 6/6+ pls;sleepy lil goth bby;US
I die every time  https://t.co/csWEfcjEVz;flor;US
I just want my power bottom rose-gold IPhone SE 64 gb 😫😭;Tommy Bui;US
Opened Street or Sidewalk Cleaning request via iphone at 3685 17th St https://t.co/Sc10Ki2mxz. https://t.co/FfibKmzXM7;SF311 Reports;US
#Top3Apps for #ImelaKeiDiPro2FM  TweetDeck 47% Twitter Web Client 27% Twitter for iPhone 21%;Trendinalia ID;ID
iPhone  https://t.co/zKqaQKNOxc;West KanYe;US
Opened Illegal Postings request via iphone at 3932 17th St https://t.co/25LmdT37IJ. Graffiti and illegal posting. https://t.co/4TnP34qbgJ;SF311 Reports;US
Opened Street or Sidewalk Cleaning request via iphone at 49 Varennes St https://t.co/lBQIgMBhrK. Large bag of rags and clothes.;SF311 Reports;US
Tried and it works! https://t.co/lWIg0ZfKm4;Andrew Brittlebank;GB
You're the reason why the heart emoji on my iPhone 😏;Lyssa;US
Opened Street or Sidewalk Cleaning request via iphone at Intersection at 17th St https://t.co/R8zrYXeAcO. Suitcase. https://t.co/5ksjQNEBdV;SF311 Reports;US
What's the point of getting an iPhone someone please explain;a v a  n i c o l e;US
am I the only one who goes through iPhone chargers like crazy?? 😅;laurenn ♛;US
I want an iPhone for my bday;April 25th♉;US
#Top3Apps for #WeDemandThaLightsGlobal  Twitter for iPhone 86% Twitter for Android 6% Twitter for iPad 5%;Trendinalia USA;US
IPHONE 7 SUPPOSED TO BE HAVIN CONFERENCE FACETIME CALLS 🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾😩😩😩✊🏾✊🏾✊🏾😩😩😩;DirtyClipPHILL;US
iPhone 6 cracked screen repair now $135 at @WiresComputing Repairs take only 30mins! Bring your phone in today! https://t.co/Dewt2M8BFN;Wires Computing;US
"em has an iPhone now &amp; I love life";madi¨̮;US
when ur avi is a pic with ur old iPhone 4 even tho u got that 6s plus upgrade;mèł.;US
How to supercharge your #iPhone in 5 minutes https://t.co/sVeh2OKy0K #lifehacks https://t.co/dTbDvHgkzy;Geber;TW
iPhone https://t.co/NsmTgQS0Xb;F R A N J I N H A S;PT
iPhone  https://t.co/FwSpXyB6jN;2M1 C MN ANNIV;FR
I like the zoom setting for iPhone 6;Jəsseひ;US
"""Pre Birthday Behavior"" 2016 📍 Sky Zone 📅 93/365 📷 Ya Girls Favorite iPhone @ Sky Zone Harrisburg https://t.co/FSHiAYrBoU";Fitzgerald Grant III;US
Every time I take the case off this iPhone I end up dropping it smh;jay;US
So Imma guess the wwe emoji for iPhone;Dahlia;US
So using my old iPhone sucks. But at least it fits my Harry Styles phone case 💁🏻;Syd.;US
Opened Sign - Repair request via iphone at 635 36 AV NE https://t.co/8R9e0TUuHi. Faded stop sign southbound.;311Calgary;CA
@realDonaldTrump top IPhone played song: Sex with me is amazing @MELANIATRUMP : Plop Plop Fizz Fizz,oh what relief https://t.co/FWCFM6lmwc;Zoey Tur;US
@mechnya i played it on PC? idk it's prob better on the vita or something, just don't play it on the iphone....;Sarim;CA
iPhone  https://t.co/nnlFnDkhvk;➰;US
When my creativity is all over the place. #makingmusic #garageband on #iphone #becreative #useyourgifts #talent https://t.co/mIJQi2pAVi;Frankie Silver;US
Here's the fastest way to charge your #iPhone  https://t.co/sVeh2OKy0K #lifehacks #technology https://t.co/0AuDwoGMCP;Geber;TW
@wetsprocket Yes it does, You can also speed up your iphone if you drop it in Salt water 5 times.;Theo Papulis;US
@Ciroc_Hard 😂😂😂 Thank God I Dont Have No Iphone Buuuut You Can Buy One Give It To Me And As Soon As it mess up u can fix it;QueenOfHeart;US
@lucaswazowski I'm locked out of my older iPhone but there's some great photos on there. Think they'll start a data recovery business? 😏;Simon Jackson;GB
Se le rompe el iPhone #GabiSinSuerte 🕶;❄️;PY
The threat of arrests has increased student debt repayments by 31% in NZ. Could be a tactic for Aust #auspol #nzpol https://t.co/81yDm3cYIE;Uma Patel;NZ
I will simply describe my myself as a lost iPhone on silent;EMAY EMAY EMAY;GB
If they don't have an iPhone, they're not worth your time;yung beck;US
Quality IPhone Footy From @modernskate redbullskate Demo On Saturday In Detroit. 😂🇺🇸🔥… https://t.co/RifjIyKc09;Mr. Power;US
#Top3Apps for #KrisTVJaDineREWIND  Twitter for Android 53% Twitter for iPhone 24% Twitter for iPad 12%;Trendinalia PI;PH
Sometimes I hate my iPhone..;Malik Harrison;US
When u take a pic and ur girlfriend take too at the same time.  d'iPhone à iPhone 📸 —📱📲  #onestsynchro #mygirlfriend https://t.co/HlWbL5hIUG;Bessa Şentürk;BE
@Redrose_AT Probably would happen sooner if I got off my phone. Almost caught up on Twitter then I will step away from the iPhone. 😊;Michelle Conner;US
Put lock through the prongs of all his cords. Tv. Xbox. Alladat.  https://t.co/93u2xPpt6u;butta baby.;US
Seriously impressed by the iPhone lowlight quality.   #church #chile #santiago #sanhattan… https://t.co/psxASCtTyI;Miklavz Nico Grmek;CL
glad that iPhone died that nigga can really kick bricks.....;yourfavorite!;US
#Guatemala does not treat #Mayn people well. Canada needs to lead positive behaviour in third world countries. https://t.co/O1MX796vZU;David Blain;CA
iPhone  https://t.co/jJC0BRARcZ;Life of a Savage;US
#Top3Apps for #PictureThisAtTheAcademy  Twitter for iPhone 76% Twitter for Android 21% Twitter for iPad 1%;Trendinalia Ireland;IE
Top tips for iPhone photography? Favourite apps, lenses etc?;Andy Budd;GB
#Top3Apps for 'Probox'  Twitter for Android 57% Mobile Web (M2) 9% Twitter for iPhone 7%;Trendinalia Kenya;KE
@CarliZagami how did I not hear about a new iPhone I'm so clueless and out of the loop😂😂;les;US
@zuvvu anyone reply???? How do I get my iPhone;Carol Bouguenon;ZA
@_Rixhard shut up you had a iPhone 4 until yesterday;Kohli;CA
#Top3Apps mentre 'ONE MONTH WITHOUT LEXA' divenne in Tendenza  Twitter for Android 39% Twitter for iPhone 32% Twitter Web Client 23%;Trendinalia Italia;IT
Canny believe my da phoned me earlier saying he got one of the new iPhones n came home n it was an iPhone 4s 😂😂😂😭😭;Dylan Rooney;GB
iPhone  https://t.co/nHpH99oBgF;erica❣;US
Me: look at my cracked screen guys  Logan: that's why you don't get an iPhone  Me: no, that's why you don't play musical chairs;Christine Choi;US
Opened Street or Sidewalk Cleaning request via iphone at 65 Norfolk St https://t.co/Z32YN0GpHx. Bike part. https://t.co/DJIxnh7991;SF311 Reports;US
Another #random #iPhone shot. This is a beautiful tree. I wish I knew what kind it is. 🔆… https://t.co/z0jEpIMO4P;NatCarter Artography;US
Opened Graffiti request via iphone at 919 Cortland Ave https://t.co/8FTy44gk4z. Tags. https://t.co/mKNZ7AkTkv;SF311 Reports;US
Opened Street or Sidewalk Cleaning request via iphone at 624 35th Ave https://t.co/SCAGsxABIy. https://t.co/73n412B4E8;SF311 Reports;US
Submit your worst/best commute stories for our iPhone giveaway! Use #FordNYIAS + #SocialSquareContest :D https://t.co/C4U6ZyYCSW;Ford Social Square;US
I love the lines and the vibrant colors in this #iPhone #shot. This is what a #photographer… https://t.co/Dv5HaBFd1Y;NatCarter Artography;US
Opened Street or Sidewalk Cleaning request via iphone at 1635 Jones St https://t.co/DluNNJFjPK. https://t.co/z1HsIPldjh;SF311 Reports;US
iPhone 6  https://t.co/tVYcRMvrWD;Lil Uzi®;US
Searching for a Rogers store for an iPhone SE or getting my charging. Port fixed (at @toeatoncentre) — https://t.co/Oh5tfAPVQP;Jon Gauthier;CA
I liked you until I found out you were an iPhone user;Todd Burgess;CA
My iPhone tripping;Smoolive;US
iPhone #AAMU_RYS16 https://t.co/1bwILCqdcL;PALACIOS✨➰;US
Who could find me a iPhone 6 or 6s unlocked ? For T MOBILE ? Talk to me !!;JEWISH J@CKSON;US
@AnnieSage My Iphone may be in that same pile of wreckage. Lol I will get a passerby to video it. 😜;James Irwin;US
iPhone  https://t.co/Rn0FQBlydT;WTFEEZY;US
@nickfranzese we were doing it all wrong https://t.co/Ikwj0hdvQ1;Joe Dolan;US
Free Up a Ton of Storage Space on Your iPhone By Trying to Download a Movie https://t.co/c5VgYvod9x;trentjohnsen;US
@AnkerOfficial does it also charge your iPhone at the same time? 😂;Russ d.;US
What are the endangered species of baseball in @MLB? @nytimes w/ the answers in this article on baseball's evolution https://t.co/S18lcpvQTe;Zach Haile;US
#Top3Apps for #TheDurrells  Twitter for iPhone 41% Twitter Web Client 23% Twitter for Android 15%;Trendinalia UK;GB
SAT GİTSİN SAT SAT SATTTT https://t.co/1wgsW6VpYM;zey;FR
@Whyy_Rochhh iPhone nicer 😊;Jax H.;US
Opened Graffiti request via iphone at 158 Church St https://t.co/gf1aMmdpVB. Graffiti in multiple places in front and side of building.;SF311 Reports;US
.@sduckg yep.  Afraid #apple might be veering into the paradox of choice space with all the #iphone choices.;Jeff Jenkins;US
Yo who's mans is this? 📷: @_earthgazer (iPhone) @ Wilfrid Laurier University https://t.co/zoDS3jzBJo;Adrian;CA
iPhone  https://t.co/8IXfr3ZWcD;1️⃣7️⃣;US
iPhone  https://t.co/j9mtsU4bXS;Ivany's;US
iphone 6s https://t.co/7vDsq3WDae;sarah;US
I haven’t used this original iPhone since June 2008 — as soon as I bought the 3G. Still boots! https://t.co/SsnTnqxXsg;Daniel Allen;US
I've always wondered! https://t.co/oC7c2wl9uK;Lolo;GB
Iphone❤️ https://t.co/iJRhgWEaTw;MΔT30;ES
#Top3Apps for #ChaampyaanChaampyaan  Twitter for Android 58% Twitter for iPhone 23% Twitter for Windows Phone 9%;Trendinalia India;IN
@TIME haha just kidding . late April fools. iPhone won't make it to that century.;MAGE 4;CA
😱😱Same here...but I go for 5GB or more. Anyways you good! https://t.co/Dgxh3HsErK;Narredi;ZA
iPhone  https://t.co/Hr6VKgmOLn;Omobola;NG
Opened Street or Sidewalk Cleaning request via iphone at 210 Church St https://t.co/RPhmN7hF7Z. Feces. https://t.co/zMB58nNlfc;SF311 Reports;US
#Top3Apps for #2YearsOfMainTeraHero  Twitter for Android 83% Twitter for iPhone 10% Twitter Web Client 6%;Trendinalia India;IN
iPhone  https://t.co/PJSy8tEP1h;lil.;US
“@CaliBoyRoni: My dawg is switching back to iPhone from android. Been told him android is super weak” kinda like your grammar dawg;21 days until #GoT6;LB
@Vodacom can you give me links to the iphone 6 prices not the 6s please;Bae's Bae;ZA
Greenery among the harbour #nature #iphone #africa #southafrica #durban #green #plants #031 @… https://t.co/fgnuFSBGWl;Ryan Quevauvilliers;ZA
@greensideknits @monastico initial empty tweet was caused by fat fingers trying to work tiny iPhone onscreen keyboard!;David A. James;GB
@cayflow might want to try this https://t.co/EblEtH7a0y;Michael Hayes;US
GRANDMA IS TEAM IPHONE NOW https://t.co/GDxopM2ETh;Jasen Rodriguez;US
iPhone SE looks just like the 5 and 5s 😐;Thalya.;US
#iCloud #Notes and everything else iCloud-ish are broken on my Win7 PC - won't open. No sync to iPhone or iPad;Jim Child;US
This annoyed me so much Im getting rid of my iPhone because she has one  https://t.co/S6RVQLg8Zk;Cyrus Wimberly;US
"I'm listening to ""Close To You-Rihanna"". Let's enjoy music on JOOX! https://t.co/NhRz7Crd8w";areef ™;MY
"my mom having an iPhone is the best &amp; worst thing ever";savannah;US
iPhone se looks dope;Camden Smith;US
GIVE ME FACETIME NO IPHONE;️;FR
"Then my careless ass leaves my iPhone in the restroom on the counter , Thankfully the lady sitting in the restroom grabbed it &amp; put it away";Lela Victoria;US
@AfifahAbdulatif iphone sape ooooo;Athrh;MY
"Sneak peak iPhone pic from yesterday's #wedding for Carolynn &amp; Jon at the rsfgolf ... Dramatic… https://t.co/jpx6GL8u3a";Monarch Weddings;US
New iPhone coming soon;Sierra Jade♥;US
iPhone 6  https://t.co/kTKHOu9Pxc;jada;US
iPhone  https://t.co/DLMoAyh9vy;jada;US
"So. 'Wifey' goes to the loo, does what she's there to do &amp; flushes BEFORE she realises her new £750 iPhone 6S had fallen in 2 mins before!";Dave Silk;GB
Opened Homeless Concerns request via iphone at Victoria Manalo Draves Park https://t.co/WYfIo5DPB3. Tent encampment.;SF311 Reports;US
Anybody wanna buy a iPhone 6 serious inquiries 📱;khaylinnn;US
"I'm listening to ""Secret Love Song-Little Mix;Jason Derülo"". Let's enjoy music on JOOX! https://t.co/AKWS2r42us";Dania Sabila;MY
iPhone  https://t.co/DSo47PWyAW;A.♛;US
iPhone  https://t.co/AzMc2xj9fr;beres ❤️;US
@sposfanatic @waltmossberg @recklessv LOL. So they should never compare iPhone and Galaxy cameras?;Brandon Paddock;US
T-Mobile iPhone 6 for sale📍;GTX;US
My iPhone breaks for like 12 hours then works again for 2 and breaks again 😴;Samantha Ward-Smith;GB
iPhone 6s @ Market59 https://t.co/zlyMvDxauz;Маркет Айфонов;RU
While in #London #City today I decided to do some #iPhone #Photography what do think? https://t.co/qVCZxdzOsr;Vip Digital;GB
iPhone https://t.co/LSlELlzLQt;Mimi;ZA
@almac8241951 @ChiTownLionPSU @posas13 @PSUEngineerx2 But who will buy a $3,000 iPhone made in the US?;Scott Anderson;US
My iphone's been on charge for 3 hours but still hasnt turned on, anyone else's do this?;hos baby sweetness;ZA
I be having to charge my iPhone 3 times a day I swear 🙄🙄;Mia;US
We bite apples around here iPhone gang https://t.co/imUihKZkIu;El Bhapo;US
Anyone here with an iPhone 5/5s? Found an old casing you might want! 😊 https://t.co/XiNokgY2la;anna t;PH
When I take these iPhone portraits at events people are always shocked at the quality as we edit… https://t.co/VLilauQhnm;Nancy Andrews;US
Lol no https://t.co/osv0n0NBfN;fiji.;US
@spoofywoofy 😑 said u ne! iPhone 5;Chethya Abeywickrama;LK
I jump rope with mine https://t.co/f0wEXjCdry;Payton Elyse;US
I remember when people use to crack there iPhone 4 so they could color them.;Micah;US
Opened report via iphone at 800 Harvard St, Mattapan https://t.co/tqGe2b6TSP. Tree down on sidewalk. https://t.co/U9gZTYjOmD;BOS:311 Reports;US
Elwood Flies, escaping unwanted attention from both myself and @sameagain. #cats #iPhone #slomotion https://t.co/D0dgzkgkMe;Sean Ware;GB
Electoral Map Is a Reality Check to Donald Trump’s Bid https://t.co/Dw6C4VDkm4;Matthew Dodson;US
I want to blast music and use my phone but my iPod, iPad and other iPhone are all dead;soca empress;US
If you texted me yesterday I'm sorry, I got my password on my phone wrong so many times it disabled my iPhone .. I'm good now tho 😬;El Backwood Bandido;US
Nice little refresher on proper #iphone and #android battery care. https://t.co/b4dxFGQvuE via @mashable https://t.co/DYmxJHv8gB;A.J. Hartless;US
If you have an IPhone and you don't have your IMessage on I don't understand you ..;collin hoff;US
iPhone for sale;6️⃣8️⃣;US
Need iPhone charger asap$$$;BRISS DONT MISS;US
Opened Garbage Containers request via iphone at 2006 47th Ave https://t.co/jtK14I8ytY. Toters out full time.;SF311 Reports;US
Sunday interior #iphone @ First Evangelical Free Church - Minneapolis https://t.co/V8CCjQFfzm;Dan Fergus;US
Iphone 6 64gb space grey original apple sealed box nk letgo murah2.… https://t.co/HzSf9iCexP;muadz vs muqid;MY
audio entry to the library of congress: sound of iphone with no case falling to the ground;flinger hooven;US
"#Top3Apps for Saturday 3:  Twitter for iPhone 37% Twitter Web Client 17% Twitter for Android 17%  (Sample: 5 trends &amp; 1,076 tweets)";Trendinalia AU;AU
Codecracker that unlocks #Apple #iPhone easily @MailOnline #Anonymous #infosec #FBI #hackers https://t.co/d5SmjSoB3p https://t.co/TQgB2gZBq9;John Douglas-Davies;GB
iPhone  https://t.co/HP3GtGihJk;savage❣;US
Opened Illegal Parking report via iphone at 58 60 Penfield St, Roslindale https://t.co/AdOeOqy0U6. https://t.co/o6dp09MHMJ;BOS:311 Reports;US
This is my next iPhone https://t.co/SnphAVDnaH;Natalie Kerris;US
@teamaxtone Download an app called Duolingo. If you're on Android or iPhone! 👍;Callum Gough;GB
Nah realshi  https://t.co/2quNroDJXl;P;US
WHY DOES THIS HAPPEN https://t.co/GQ3Psivslb;alex;US
@ShekinahEden I wonder why they prefer smaller iPhone? I keep iPhone 6 longer I have poor vision 😏 https://t.co/5w3eAvrYnz;michele sinopoli;US
iPhone  https://t.co/IfYuqmMN9n;princesss✨,;US
Fuck that iPhone update;Нαииαн Вαиαиα ✨;US
The fact that my iPhone isn't letting me send people pictures 🙄🔫;Alexis✨;US
My sister is 17 months old and knows how to work an iPhone to get it on YouTube to play Mickey Mouse. 😂;Starbucks Lez;US
#morningRituals is available on #iphone https://t.co/WGNcno2xtO https://t.co/yuHLn4mf9v;Romain;GB
Opened Street Lights report via iphone at 73 E Berkeley St, 73 1, Roxbury https://t.co/iT2Qs4Kbfn. Blinking major traffic.;BOS:311 Reports;US
Android has that lol https://t.co/5tFjIgSuPR;Judge ya mother;US
@ridicksculous is it compatible with iPhone;Lauren;GB
11 Features On Your iPhone Headphones That Most People Don't Even Know Exist;Shwets;IN
Sunday read  #pyjamas #newyork #NYC #iphone #book #novel #sunilyapa #reading #readingtime #📖… https://t.co/CqouPdaB17;Mateo Lamuño;US
@Aruna4udara iPhone SE eka nisa neh! Waht to do bruhh! Im still stuck to this and this is bae😏 of mine;Chethya Abeywickrama;LK
Opened Street or Sidewalk Cleaning request via iphone at 31 Adair St https://t.co/uOFfPS5A5b. https://t.co/uBP5yTSzeO;SF311 Reports;US
#Top3Apps for #ALDUBTheSearchIsOver  Twitter for Android 51% Twitter for iPhone 27% Twitter Web Client 15%;Trendinalia PI;PH
Those emails hurt my brain!! https://t.co/eBNj7f9gDY;Michael Hayes;US
@xcessmigsx iphone na may play store?😂;J;PH
Before the 7 day return warranty even expired? Women are evil 😂😂😂😂 https://t.co/HBhxNGjpt4;Your Fave;ZA
Amazing sunset tonight over the Great Orme, shot with my #iphone! #adventureweekend #weekend… https://t.co/9mLucw23vY;Joe Bickerton;GB
Only I would get a new iPhone and lose it the same day....😞;P!to;US
#TampaLostFound lost black clutch (iPhone, id, keys) (mcdintons st pete): lost clutch at mcdintons in st pete… https://t.co/XKGHp8qPvC;Tampa Lost&Found;US
@mckelveyjackk PSA waste of money same thing as iphone 5s;jack;US
#Top3Apps for #WeWantEatJinOnVapp  Twitter for Android 52% Twitter Web Client 26% Twitter for iPhone 21%;Trendinalia PT;PT
iPhone https://t.co/HFTqEBKpuK;Terrance Johnson II;US
Shoes #marseille #lovemarseille #love_marseille #ChooseMarseille #iphone6s #iphone #shoes… https://t.co/AAyeJFyQTe;David Williams;FR
iPhone  https://t.co/ST6Fo9DZKz;Flex⚡️;US
I was about to tweet about society's dire need for communal iPhone charging stations but then my phone died;Gia Harris;US
iPhone 5s https://t.co/TpkdDUZcNn;°AlwaysFrancesca°;IT
If you have a iPhone 6(s) / 6+ with no protective case , you the true definition of a thug 🙌🏾🙌🏾🙌🏾;T R E ' Z A D D Y;US
Why does @SphereTeam not work on an iPhone 6?;The One True b!X;US
My phone has 63% battery, never going back to iphone ✌;James;GB
iPhone ⛽️📱 https://t.co/W9bokGnFJE;04|10✨;US
Had to buy more iCloud storage... Why can't you have 50 gb for free. 5 is just like having an iPhone 4 with 8gb of storage... 🙄🙄;Emily Raymo;US
I want the iPhone SE 😁;- Boy Wonder ! ⚡;US
Looks like the lightning port on my iPhone is broken. iTunes won't recognize my iPhone. :(;Andrew Duong;US
I'm getting the iPhone SE today... First time having a phone in over half a year.;Charles-sama;US
When it took the fbi weeks to open up someone's iPhone but it takes the person you love 5 minutes to do it and find something they dnt like;Alec;US
Opened Parking Complaint request via iphone at 10 Light St https://t.co/ngXOwgVUPg. Loading zone occupied.;Baltimore City 311;US
FBI has an ethical duty to reveal, to Apple, the security flaw it found in #Apple #iphone #fbivsapple;Ronn Jefferies  LL.B;CA
@rozzystar I did manage Rory's first year highlights album last year but I didn't touch the other photos or the iphone ones. Do it!! X;Lucy Stendall Photo;GB
If you thought you looked good today, take a picture of yourself with the iPhone flash on. That'll sort you out.;Sam;US
Opened Street or Sidewalk Cleaning request via iphone at 345 Franklin St https://t.co/d1NJ8ZU4HT. More junk. https://t.co/iI6LeJy8Mi;SF311 Reports;US
My second iPhone 6s in 5 months LOL;Lorena Leon;US
You the reason why the heart emojis on my iphone.;TexMadeMex;US
#Top3Apps for 'Riesiges Datenleck'  Twitter for iPhone 19% Twitter Web Client 16% twitterfeed 16%;Trendinalia DE;DE
Light #light #architecture #bulb #decorum #decor #Sunday #nostalgia #iphone6 #iphone… https://t.co/O5YbRo9g5r;PΞΓΞЯ  Ш2LICH;GB
#Top3Apps for #AçılımaHAYIR  Twitter for Android 47% Twitter Web Client 31% Twitter for iPhone 20%;Trendinalia TR;TR
#Top3Apps for 'WCT20 Big'  Twitter Web Client 36% Twitter for Android 32% Twitter for iPhone 14%;Trendinalia Pakistan;PK
"Why the iPhone commercial talking about ""hey Siri"" and Siri came on my phone 😂";Mar.;US
21. IPhone or Samsung ??;Bónitá Vícky⚡;US
Also to eliminate human error, why doesn't the ump have an iPhone with the broadcast if he is iffy on a pitch. Why not get it right??;Alex Delaney;US
#Top3Apps for 'JUL - CRAPULEUX'  Twitter for iPhone 62% Twitter for Android 20% Twitter Web Client 7%;Trendinalia France;FR
Ever wonder what the inside of an iPhone looks like? #geeksquad #wtfdidyoudotoyourphone @ Best… https://t.co/hNL27NLL6m;Violet;US
Makes me wonder about the Design of the emotional dimension of our clinical jobs. Are we designing for people? #D4P https://t.co/RKNdy39pYZ;Todd Dunn;US
@viticci @DenZhadanov Somebody drove their iPhone over to Craig’s house…;Marina Epelman;US
Fun with trains! Coins on rails and iPhone propped up against a sleeper between the tracks. @… https://t.co/1gER9mkSf5;Greg Lawler;US
Updating my iPhone. Wish me luck;The Man in Red;GB
My coworker just bought an iPhone off of Facebook that had noticeable damage,and she calling me mad, fussing at me like I told her to buy it;CaddyCornerCase;US
Iphone 6s. https://t.co/LaaJoMOYH5;لاتيفآ♋️✨.;AE
i have ordered an iphone 6s plus and an iphone SE by an iccident what do i do;romeo;GB
Might be  switchin to the IPhone soon.. Phone is eligible for an upgrade 😈;Devin Howard Jr;US
Android https://t.co/VM0mxOXpgQ;Jªηε❊;US
Opened Street Lights report via iphone at 171 Commonwealth Ave https://t.co/75QNKy5YLD. Light out.;BOS:311 Reports;US
Sacked off sleep. Putting A Perfect Circle tracks on my iPhone and contemplating coffee.;AC;GB
Holding an iPhone 6 in your hands with no case is amazing;⌚️;US
iPhone  https://t.co/9wOGvibICS;JOSH NEXTDOOR™;US
Finished a relaxing company retreat. Now I'm back home searching for apartments on my iPhone and stressing myself out. #fail.;Adena Andrews;US
iPhone 🤑 https://t.co/obMbd246WO;lexisss.;US
What's two dots https://t.co/0gZPrmxlL9;sandraperez;US
Iphone😛 https://t.co/169KGCOusr;papi;US
The new iPhone SE, Apple’s smallest and cheapest phone, rivals the iPhone 6s performance https://t.co/bhiFa0wyZY via @WSJ;ChrisInMI;US
@schneidan It would be so clean to just add a bookmark button because 99% i am using the twitter app on my iPhone and don't want another clk;Ribnar;US
Phone be tweaking somebody get me a iPhone;Kee To Success;US
Getting creative with the iPhone 6+ self timer. @ Circle Squared Publishing, LLC https://t.co/mblHMeyALw;Will Conkwright;US
iPhone 6s plas  https://t.co/EVJjmtnHWm;صايع بدرجه كابتن;EG
Hornblower NYC | shot on iPhone SE  Link: https://t.co/6TLIXLVkyL  Here's a minute review… https://t.co/6iShNppVQQ;cv;US
The new iPhone brightness makes my eyes feel a lot better looking at my screen;JJ;US
iphone https://t.co/SHN6stcxZb;Kenn;US
iPhone. https://t.co/QYiGoI4bbU;smalls;US
Having issues with the @WWENetwork on my Xbox so I'ma watch it on my iPhone;Matt Williams;US
I need a white iPhone 5s;David ひ;US
@ElizabethCawte sigh. And then I complain about it on Twitter... On my iPhone. 😩;Elizabeth Cawte;GB
#Top3Apps for 'Front Al-Nosra'  Twitter Web Client 24% Twitter for Android 23% Twitter for iPhone 15%;Trendinalia France;FR
Ok ok FaceTime game strong  https://t.co/eFAerpOhwW;WopGood;US
Let get it! https://t.co/2N2zvdmM3c;K Joy Pohl;US
#Top3Apps for #AçıkKonuşacağım  Twitter for Android 67% Twitter for iPhone 22% Twitter Web Client 5%;Trendinalia TR;TR
I wish everyone I text had a iPhone. I don't like them green messages.;#NinoInTheCut;US
#Top3Apps for #Dikili  Twitter for Android 32% Twitter for iPhone 26% Twitter Web Client 24%;Trendinalia DE;DE
I NEED A NEW IPHONE..;K H O N A;ZA
what's the purpose of the iPhone SE though;lyric s.❄️;US
"#MapsMonday City guide maps for #iphone &amp; #Android - #UK #London https://t.co/ZUdSzy6ac0 https://t.co/4vVfVDBHvG";LeoLawrence;US
#Top3Apps for #MehboobaMufti  Twitter for Android 35% Twitter Web Client 33% Twitter for iPhone 12%;Trendinalia India;IN
"android &gt; iphone";angelo;US
I fucks with this new iPhone update tho;5'3 with shoes;US
JUMPING WITH JOY LOL.....GOT MY NEW IPHONE 6S today and to celebrate it with the homie Andrew… https://t.co/sDfZogd47M;Juan Guerrero;US
#Top3Apps for 'Kim Philby'  Twitter for Android 22% Twitter for iPhone 21% Twitter Web Client 17%;Trendinalia UK;GB
Why I don't need an iPhone. I always feel some type of way https://t.co/bHdll6C1Oe;Butta;US
"#Top3Apps for Sunday 3:  Twitter Web Client 25% Twitter for iPhone 23% Twitter for Android 18%  (Sample: 2 trends &amp; 727 tweets)";Trendinalia Belgium;BE
"#Top3Apps for Sunday 3:  Twitter Web Client 19% Twitter for Android 17% Twitter for iPhone 13%  (Sample: 3 trends &amp; 1,177 tweets)";Trendinalia Italia;IT
@KimKardashian things you did not know the iPhone could do https://t.co/dZzNG8LcSZ;Joe Cage;GB
Iphone https://t.co/QjgSdFGTS3;Umm Yeah;US
#Top3Apps for #panamapaper  Twitter for Android 32% Twitter Web Client 24% Twitter for iPhone 23%;Trendinalia France;FR
I want a dual Sim iPhone!!;Fipsy Fipsalis;SG
iPhone  https://t.co/DFfIAHSMJi;skyyyy ✨;US
#Top3Apps for 'New Cross'  Twitter for iPhone 31% Twitter Web Client 18% Twitter for Android 18%;Trendinalia UK;GB
I'm just waiting for the iPhone 69 to come out😴😴;Alejandra;US
Have to say I'm loving my iPhone SE size vs my 6 plus;James;GB
"@Paytmcare When will the results for ""Predict winning score of the India-West Indies Match and get an iPhone 6"" will be out. Awaiting!!!";Norman;IN
MOM BOUGHT ME AN IPHONE 6S!! SEE YOU AFTER A MONTH NEW BABYY 😍❤️;æ;PH
Thank you buyer! More #samsungGalaxy phone case here https://t.co/cD63jx7h3P for all #iPhone too! #Society6Shop https://t.co/vwEHuJVDFU;CannibalMalabar;FR
